institution,institution_cn,2011_2015_papers,2016_2020_papers,country,2011_2015_rank,2016_2020_rank,rank_change,share_growth,rank_change_abs
General Research Institute for Nonferrous Metals,0,0,3,CHINA MAINLAND,676,612,-64,8.96084E-05,64
Jilin University of Finance & Economics,0,0,3,CHINA MAINLAND,677,613,-64,8.96084E-05,64
Shanghai University of International Business & Economics,0,0,3,CHINA MAINLAND,678,614,-64,8.96084E-05,64
Chinese Research Academy of Environmental Sciences,0,0,3,CHINA MAINLAND,679,615,-64,8.96084E-05,64
Ningxia Medical University,0,0,3,CHINA MAINLAND,680,616,-64,8.96084E-05,64
Guangxi University of Chinese Medicine,0,0,3,CHINA MAINLAND,681,617,-64,8.96084E-05,64
Beijing Institute of Fashion Technology,0,0,3,CHINA MAINLAND,682,618,-64,8.96084E-05,64
Yancheng Institute of Technology,0,0,3,CHINA MAINLAND,683,619,-64,8.96084E-05,64
Shenyang Medical College,0,0,3,CHINA MAINLAND,684,620,-64,8.96084E-05,64
Hefei Normal University,0,0,3,CHINA MAINLAND,685,621,-64,8.96084E-05,64
Chengdu Normal University,0,0,3,CHINA MAINLAND,686,622,-64,8.96084E-05,64
Chongqing University of Arts & Sciences,0,0,3,CHINA MAINLAND,687,623,-64,8.96084E-05,64
Nanjing Xiaozhuang University,0,0,3,CHINA MAINLAND,688,624,-64,8.96084E-05,64
Huanggang Normal University,0,0,3,CHINA MAINLAND,689,625,-64,8.96084E-05,64
"Suzhou Institute of Biomedical Engineering & Technology, CAS",0,0,3,CHINA MAINLAND,690,626,-64,8.96084E-05,64
Xuchang University,0,0,3,CHINA MAINLAND,691,627,-64,8.96084E-05,64
Henan Academy of Agricultural Sciences,0,0,3,CHINA MAINLAND,692,628,-64,8.96084E-05,64
Fuyang Normal University,0,0,3,CHINA MAINLAND,693,629,-64,8.96084E-05,64
Shandong Sport University,0,0,3,CHINA MAINLAND,694,630,-64,8.96084E-05,64
"Lanzhou Institute of Husbandry & Pharmaceutical Sciences, CAAS",#N/A,0,3,CHINA MAINLAND,695,631,-64,8.96084E-05,64
"Feed Research Institute, CAAS",#N/A,0,3,CHINA MAINLAND,696,632,-64,8.96084E-05,64
"State Key Laboratory of Tree Genetics & Breeding, CAF",0,0,3,CHINA MAINLAND,697,633,-64,8.96084E-05,64
CAPITAL UNIVERSITY OF PHYSICAL EDUCATION AND SPORTS,0,0,3,CHINA MAINLAND,698,634,-64,8.96084E-05,64
Zhoukou Normal University,0,0,3,CHINA MAINLAND,699,635,-64,8.96084E-05,64
"Agriculture Genomes Institute at Shenzhen, CAAS",#N/A,0,3,CHINA MAINLAND,700,636,-64,8.96084E-05,64
Qingdao Municipal Hospital,0,0,3,CHINA MAINLAND,701,637,-64,8.96084E-05,64
Taizhou University - Jiangsu,0,0,3,CHINA MAINLAND,702,638,-64,8.96084E-05,64
Nanchang University,0,10,46,CHINA MAINLAND,189,126,-63,0.000629172,63
Northwest Normal University - China,0,8,15,CHINA MAINLAND,224,287,63,-0.000147817,63
"Guiyang Institute of Geochemistry, CAS",0,9,16,CHINA MAINLAND,211,274,63,-0.00019243,63
Huzhou University,0,14,81,CHINA MAINLAND,141,79,-62,0.001376674,62
Chinese Academy of Fishery Sciences,0,38,49,CHINA MAINLAND,56,118,62,-0.001366725,62
"Northeast Institute of Geography & Agroecology, CAS",0,4,18,CHINA MAINLAND,317,256,-61,0.000239721,61
"Institute of Crop Sciences, CAAS",#N/A,4,18,CHINA MAINLAND,318,257,-61,0.000239721,61
Southwest Petroleum University,0,3,15,CHINA MAINLAND,355,294,-61,0.000224595,61
Beijing University of Chinese Medicine,0,3,15,CHINA MAINLAND,356,295,-61,0.000224595,61
North China University of Science & Technology,0,3,15,CHINA MAINLAND,357,296,-61,0.000224595,61
Yanshan University,0,19,32,CHINA MAINLAND,111,172,61,-0.000459342,61
"Institute of Botany, CAS",0,31,44,CHINA MAINLAND,68,129,61,-0.000994696,61
Chongqing University,0,17,101,CHINA MAINLAND,123,64,-59,0.001750617,59
China-Japan Friendship Hospital,0,5,22,CHINA MAINLAND,284,225,-59,0.000284717,59
Nanjing University of Posts & Telecommunications,0,13,23,CHINA MAINLAND,161,220,59,-0.000281273,59
China West Normal University,0,2,12,CHINA MAINLAND,405,347,-58,0.000209469,58
Anhui University of Science & Technology,0,1,8,CHINA MAINLAND,486,428,-58,0.000164473,58
Zhejiang Chinese Medical University,0,1,8,CHINA MAINLAND,487,429,-58,0.000164473,58
"Wuhan Institute of Rock & Soil Mechanics, CAS",0,1,8,CHINA MAINLAND,488,430,-58,0.000164473,58
"Institute of Apicultural Research, CAAS",0,1,8,CHINA MAINLAND,489,431,-58,0.000164473,58
Zhejiang A&F University,0,20,35,CHINA MAINLAND,105,163,58,-0.000444215,58
Guangxi University,0,13,68,CHINA MAINLAND,150,93,-57,0.001062853,57
"Xinjiang Astronomy Observatory, NACO, CAS",0,6,27,CHINA MAINLAND,259,202,-57,0.000359582,57
Beijing Genomics Institute (BGI),0,26,42,CHINA MAINLAND,82,139,57,-0.000682023,57
Harbin Engineering University,0,9,40,CHINA MAINLAND,202,146,-56,0.000524438,56
Guangxi Normal University,0,2,6,CHINA MAINLAND,425,481,56,3.02521E-05,56
Shanxi Agricultural University,0,2,6,CHINA MAINLAND,426,482,56,3.02521E-05,56
Changchun Normal University,0,2,6,CHINA MAINLAND,427,483,56,3.02521E-05,56
"Shanghai Institute of Organic Chemistry, CAS",0,2,6,CHINA MAINLAND,428,484,56,3.02521E-05,56
Fujian Academy of Agricultural Sciences,0,2,6,CHINA MAINLAND,429,485,56,3.02521E-05,56
Huaqiao University,0,4,17,CHINA MAINLAND,319,264,-55,0.000209852,55
Linyi University,0,4,17,CHINA MAINLAND,320,265,-55,0.000209852,55
Xinjiang Medical University,0,4,17,CHINA MAINLAND,321,266,-55,0.000209852,55
University of Nottingham Ningbo China,0,4,17,CHINA MAINLAND,322,267,-55,0.000209852,55
"Institute of Vertebrate Paleontology & Paleoanthropology, CAS",0,13,24,CHINA MAINLAND,160,215,55,-0.000251403,55
"Changchun Institute of Applied Chemistry, CAS",0,46,60,CHINA MAINLAND,46,99,53,-0.00163402,53
Nanjing Agricultural University,0,17,90,CHINA MAINLAND,124,72,-52,0.001422052,52
Hubei University of Science & Technology,0,8,16,CHINA MAINLAND,223,275,52,-0.000117947,52
Harbin Medical University,0,6,26,CHINA MAINLAND,260,209,-51,0.000329712,51
Jimei University,0,5,12,CHINA MAINLAND,291,342,51,-1.39781E-05,51
"Institute of Electrical Engineering, CAS",0,5,12,CHINA MAINLAND,292,343,51,-1.39781E-05,51
Beijing Institute of Technology,0,76,82,CHINA MAINLAND,25,76,51,-0.003211362,51
Northwestern Polytechnical University,西北工业大学,29,247,CHINA MAINLAND,71,21,-50,0.005217771,50
Hubei University of Technology,0,13,59,CHINA MAINLAND,151,101,-50,0.000794028,50
Chongqing Jiaotong University,0,1,4,CHINA MAINLAND,509,559,50,4.49955E-05,50
Northwest Institute for Nonferrous Metal Research - China,0,1,4,CHINA MAINLAND,510,560,50,4.49955E-05,50
Shenyang Aerospace University,0,1,4,CHINA MAINLAND,511,561,50,4.49955E-05,50
Shanghai Academy of Agricultural Sciences,0,1,4,CHINA MAINLAND,512,562,50,4.49955E-05,50
Chinese Academy of Inspection & Quarantine,0,1,4,CHINA MAINLAND,513,563,50,4.49955E-05,50
Yunnan Minzu University,0,1,4,CHINA MAINLAND,514,564,50,4.49955E-05,50
Yibin University,0,1,4,CHINA MAINLAND,515,565,50,4.49955E-05,50
Hubei University of Economics,0,1,4,CHINA MAINLAND,516,566,50,4.49955E-05,50
Fifth Medical Center of Chinese PLA General Hospital,0,1,4,CHINA MAINLAND,517,567,50,4.49955E-05,50
Shanxi People's Hospital,0,1,4,CHINA MAINLAND,518,568,50,4.49955E-05,50
Lanzhou Institute of Technology,0,1,4,CHINA MAINLAND,519,569,50,4.49955E-05,50
Nanjing University of Chinese Medicine,0,4,10,CHINA MAINLAND,332,382,50,7.65313E-07,50
South Central University for Nationalities,0,4,10,CHINA MAINLAND,333,383,50,7.65313E-07,50
"Beijing Institute of Genomics, CAS",0,4,10,CHINA MAINLAND,334,384,50,7.65313E-07,50
"Institute of Tibetan Plateau Research, CAS",0,14,28,CHINA MAINLAND,147,196,49,-0.000206408,49
"Institute of Chemistry, CAS",0,17,31,CHINA MAINLAND,129,178,49,-0.000340246,49
Xi'an Medical University,0,3,14,CHINA MAINLAND,358,310,-48,0.000194726,48
Anhui Medical University,0,11,21,CHINA MAINLAND,181,229,48,-0.000192047,48
Southeast University - China,东南大学,28,206,CHINA MAINLAND,75,28,-47,0.004067605,47
Tianjin University,0,22,133,CHINA MAINLAND,89,42,-47,0.002334028,47
Xi'an Jiaotong-Liverpool University,0,8,33,CHINA MAINLAND,218,171,-47,0.000389834,47
Guangxi Medical University,0,7,15,CHINA MAINLAND,241,288,47,-7.33344E-05,47
Shanghai Normal University,0,34,56,CHINA MAINLAND,61,108,47,-0.000859709,47
Zhengzhou University,0,20,111,CHINA MAINLAND,102,56,-46,0.001825864,46
"Institute of Physics, CAS",0,18,92,CHINA MAINLAND,115,69,-46,0.001407309,46
Southern Medical University - China,0,12,48,CHINA MAINLAND,166,121,-45,0.000539946,45
"Ministry of Education, China",0,12,48,CHINA MAINLAND,167,122,-45,0.000539946,45
Qingdao Agricultural University,0,4,16,CHINA MAINLAND,323,278,-45,0.000179982,45
"Shenyang Institute of Applied Ecology, CAS",0,22,42,CHINA MAINLAND,95,140,45,-0.000384094,45
Neijiang Normal University,0,16,75,CHINA MAINLAND,130,86,-44,0.001048493,44
Northwest University Xi'an,0,9,37,CHINA MAINLAND,203,160,-43,0.000434829,43
PLA Second Military Medical University,0,104,108,CHINA MAINLAND,17,60,43,-0.004520261,43
Henan University of Science & Technology,0,2,11,CHINA MAINLAND,406,366,-40,0.000179599,40
Capital Institute of Pediatrics (CIP),0,8,17,CHINA MAINLAND,222,261,39,-8.80778E-05,39
Dongguan University of Technology,0,10,21,CHINA MAINLAND,191,230,39,-0.000117565,39
University of Jinan,0,33,58,CHINA MAINLAND,64,103,39,-0.000725488,39
Ocean University of China,0,17,74,CHINA MAINLAND,125,87,-38,0.000944141,38
"Shanghai Institute of Ceramics, CAS",0,46,77,CHINA MAINLAND,45,83,38,-0.001126239,38
East China Jiaotong University,0,1,7,CHINA MAINLAND,490,453,-37,0.000134604,37
Chinese Academy of Social Sciences,0,1,7,CHINA MAINLAND,491,454,-37,0.000134604,37
Dalian Polytechnic University,0,1,7,CHINA MAINLAND,492,455,-37,0.000134604,37
"Institute of Coal Chemistry, CAS",0,1,7,CHINA MAINLAND,493,456,-37,0.000134604,37
LingNan Normal University,0,1,7,CHINA MAINLAND,494,457,-37,0.000134604,37
Xidian University,0,29,55,CHINA MAINLAND,74,111,37,-0.000517167,37
Hunan Institute of Engineering,0,0,2,CHINA MAINLAND,703,667,-36,5.97389E-05,36
Weifang University,0,0,2,CHINA MAINLAND,704,668,-36,5.97389E-05,36
Yancheng Teachers University,0,0,2,CHINA MAINLAND,705,669,-36,5.97389E-05,36
Zhejiang University of Finance & Economics,0,0,2,CHINA MAINLAND,706,670,-36,5.97389E-05,36
Huaibei Normal University,0,0,2,CHINA MAINLAND,707,671,-36,5.97389E-05,36
Second People's Hospital of Shenzhen,0,0,2,CHINA MAINLAND,708,672,-36,5.97389E-05,36
China Electronics Technology Group,0,0,2,CHINA MAINLAND,709,673,-36,5.97389E-05,36
Henan University of Traditional Chinese Medicine,0,0,2,CHINA MAINLAND,710,674,-36,5.97389E-05,36
Zhejiang University City College,0,0,2,CHINA MAINLAND,711,675,-36,5.97389E-05,36
"Changchun Observatory, NAOC, CAS",0,0,2,CHINA MAINLAND,712,676,-36,5.97389E-05,36
"Qinghai Institute of Salt Lakes, CAS",0,0,2,CHINA MAINLAND,713,677,-36,5.97389E-05,36
"Institute of Deep-Sea Science & Engineering, CAS",0,0,2,CHINA MAINLAND,714,678,-36,5.97389E-05,36
Jiangsu University of Technology,0,0,2,CHINA MAINLAND,715,679,-36,5.97389E-05,36
Hunan Institute of Technology,0,0,2,CHINA MAINLAND,716,680,-36,5.97389E-05,36
Chang'an University,0,13,50,CHINA MAINLAND,152,117,-35,0.000525203,35
"Nanjing Institute of Geography & Limnology, CAS",0,5,13,CHINA MAINLAND,290,325,35,1.58914E-05,35
"Technical Institute of Physics & Chemistry, CAS",0,9,19,CHINA MAINLAND,210,245,35,-0.000102821,35
Qilu University of Technology,0,8,30,CHINA MAINLAND,219,185,-34,0.000300225,34
China Pharmaceutical University,0,3,9,CHINA MAINLAND,368,402,34,4.53782E-05,34
National University of Defense Technology - China,0,32,60,CHINA MAINLAND,66,100,34,-0.000591267,34
Beijing University of Posts & Telecommunications,0,33,61,CHINA MAINLAND,63,97,34,-0.00063588,34
Guangxi University of Nationalities,0,14,31,CHINA MAINLAND,146,179,33,-0.000116799,33
Peking Union Medical College,0,56,91,CHINA MAINLAND,37,70,33,-0.00145289,33
Wenzhou Medical University,0,18,77,CHINA MAINLAND,116,84,-32,0.000959267,32
"Shanghai Advanced Research Institute, CAS",0,3,13,CHINA MAINLAND,359,327,-32,0.000164856,32
Heilongjiang Institute of Technology,0,3,13,CHINA MAINLAND,360,328,-32,0.000164856,32
"Chinese University of Hong Kong, Shenzhen",0,3,13,CHINA MAINLAND,361,329,-32,0.000164856,32
Guangdong Medical University,0,4,15,CHINA MAINLAND,324,292,-32,0.000150113,32
Shanghai Maritime University,0,4,15,CHINA MAINLAND,325,293,-32,0.000150113,32
Jiaxing University,0,5,18,CHINA MAINLAND,285,254,-31,0.000165239,31
"Institute of Environment & Sustainable Development in Agriculture, CAAS",#N/A,5,18,CHINA MAINLAND,286,255,-31,0.000165239,31
Nanjing Audit University,0,4,11,CHINA MAINLAND,330,361,31,3.06348E-05,31
Academy of Military Medical Sciences - China,0,4,11,CHINA MAINLAND,331,362,31,3.06348E-05,31
South China Agricultural University,0,19,42,CHINA MAINLAND,110,141,31,-0.000160647,31
Chinese Academy of Meteorological Sciences (CAMS),0,6,21,CHINA MAINLAND,261,231,-30,0.000180365,30
"Institute of Hydrobiology, CAS",0,12,27,CHINA MAINLAND,170,200,30,-8.73125E-05,30
Shandong Normal University,0,13,29,CHINA MAINLAND,158,188,30,-0.000102056,30
Shandong First Medical University & Shandong Academy of Medical Sciences,0,13,29,CHINA MAINLAND,159,189,30,-0.000102056,30
Zhejiang Normal University,0,15,33,CHINA MAINLAND,136,166,30,-0.000131543,30
"Yunnan Astronomical Observatory, NAOC, CAS",0,34,70,CHINA MAINLAND,60,90,30,-0.000441537,30
Guizhou University,0,39,76,CHINA MAINLAND,55,85,30,-0.000634732,30
Nanjing University of Information Science & Technology,0,20,88,CHINA MAINLAND,103,74,-29,0.001138866,29
Northeast Normal University - China,0,15,35,CHINA MAINLAND,135,164,29,-7.18038E-05,29
"Institute of Geographic Sciences & Natural Resources Research, CAS",0,18,39,CHINA MAINLAND,121,150,29,-0.000175773,29
Beijing University of Chemical Technology,0,20,43,CHINA MAINLAND,104,133,29,-0.00020526,29
Chinese People's Liberation Army General Hospital,0,22,47,CHINA MAINLAND,94,123,29,-0.000234747,29
Northeastern University - China,0,35,73,CHINA MAINLAND,59,88,29,-0.000426411,29
East China University of Technology,0,2,7,CHINA MAINLAND,417,445,28,6.01216E-05,28
Shanghai University of Traditional Chinese Medicine,0,2,7,CHINA MAINLAND,418,446,28,6.01216E-05,28
Sichuan Normal University,0,2,7,CHINA MAINLAND,419,447,28,6.01216E-05,28
Zhejiang Wanli University,0,2,7,CHINA MAINLAND,420,448,28,6.01216E-05,28
"Institute of Subtropical Agriculture, CAS",0,2,7,CHINA MAINLAND,421,449,28,6.01216E-05,28
Chongqing Three Gorges University,0,2,7,CHINA MAINLAND,422,450,28,6.01216E-05,28
Sichuan Provincial People's Hospital,0,2,7,CHINA MAINLAND,423,451,28,6.01216E-05,28
"Research Institute of Forestry, CAF",0,2,7,CHINA MAINLAND,424,452,28,6.01216E-05,28
Guangdong University of Technology,0,14,32,CHINA MAINLAND,145,173,28,-8.69298E-05,28
Yunnan Academy of Agricultural Sciences,0,8,29,CHINA MAINLAND,220,193,-27,0.000270356,27
"National Center for Chronic & Noncommunicable Disease Control & Prevention, Chinese Center for Disease Control & Prevention",0,9,20,CHINA MAINLAND,209,235,26,-7.29517E-05,26
Suzhou University,苏州大学,44,238,CHINA MAINLAND,48,23,-25,0.003831711,25
"Institute of Atmospheric Physics, CAS",0,6,20,CHINA MAINLAND,262,237,-25,0.000150495,25
Nanjing University of Aeronautics & Astronautics,0,27,116,CHINA MAINLAND,78,54,-24,0.001453835,24
Jianghan University,0,1,5,CHINA MAINLAND,502,526,24,7.4865E-05,24
University Science & Technology Liaoning,0,1,5,CHINA MAINLAND,503,527,24,7.4865E-05,24
Xi'an University of Architecture & Technology,0,1,5,CHINA MAINLAND,504,528,24,7.4865E-05,24
Zhejiang University of Science & Technology,0,1,5,CHINA MAINLAND,505,529,24,7.4865E-05,24
Guangxi University of Finance & Economics,0,1,5,CHINA MAINLAND,506,530,24,7.4865E-05,24
Hengyang Normal University,0,1,5,CHINA MAINLAND,507,531,24,7.4865E-05,24
Ministry of Water Resources,0,1,5,CHINA MAINLAND,508,532,24,7.4865E-05,24
Shandong University of Technology,0,6,15,CHINA MAINLAND,265,289,24,1.14797E-06,24
National Institute of Metrology China,0,6,15,CHINA MAINLAND,266,290,24,1.14797E-06,24
"Institute of Soil Science, CAS",0,6,15,CHINA MAINLAND,267,291,24,1.14797E-06,24
University Town of Shenzhen,0,18,41,CHINA MAINLAND,120,144,24,-0.000116034,24
Tianjin Medical University,0,33,137,CHINA MAINLAND,62,39,-23,0.0016342,23
Southwest Jiaotong University,0,22,97,CHINA MAINLAND,90,67,-23,0.001258727,23
Guilin University of Electronic Technology,0,13,31,CHINA MAINLAND,157,180,23,-4.23169E-05,23
Fuzhou University,0,16,38,CHINA MAINLAND,132,155,23,-5.66777E-05,23
Army Medical University,0,14,33,CHINA MAINLAND,144,167,23,-5.70603E-05,23
China University of Mining & Technology,0,63,110,CHINA MAINLAND,34,57,23,-0.001406746,23
China Jiliang University,0,7,17,CHINA MAINLAND,240,262,22,-1.35954E-05,22
Wuhan University,武汉大学,62,436,CHINA MAINLAND,35,14,-21,0.008405184,21
Yunnan University,0,23,56,CHINA MAINLAND,88,109,21,-4.04037E-05,21
China Medical University,0,17,57,CHINA MAINLAND,126,106,-20,0.00043636,20
Hebei Normal University,0,9,30,CHINA MAINLAND,204,184,-20,0.000225743,20
Hebei Agricultural University,0,3,10,CHINA MAINLAND,365,385,20,7.52477E-05,20
Tianjin Normal University,0,3,10,CHINA MAINLAND,366,386,20,7.52477E-05,20
"Institute of Soil & Water Conservation (ISWC), CAS",0,3,10,CHINA MAINLAND,367,387,20,7.52477E-05,20
Nantong University,0,5,14,CHINA MAINLAND,288,308,20,4.57608E-05,20
State Key Laboratory of Respiratory Disease,0,5,14,CHINA MAINLAND,289,309,20,4.57608E-05,20
East China University of Science & Technology,0,68,119,CHINA MAINLAND,31,51,20,-0.001510333,20
Capital Medical University,首都医科大学,54,261,CHINA MAINLAND,38,19,-19,0.003773885,19
"National Astronomical Observatory, CAS",中国科学院国家天文台,53,249,CHINA MAINLAND,39,20,-19,0.003489934,19
"Guangzhou Institute of Geochemistry, CAS",0,11,37,CHINA MAINLAND,178,159,-19,0.000285865,19
"Fujian Institute of Research on the Structure of Matter, CAS",0,2,10,CHINA MAINLAND,407,388,-19,0.00014973,19
Harbin Institute of Technology,0,75,128,CHINA MAINLAND,26,45,19,-0.001762884,19
"The Institute of Remote Sensing & Digital Earth, CAS",0,13,32,CHINA MAINLAND,156,174,18,-1.24475E-05,18
Dalian University of Technology,0,100,145,CHINA MAINLAND,19,37,18,-0.003117162,18
Hohai University,0,26,105,CHINA MAINLAND,80,63,-17,0.001199753,17
"Institute of Genetics & Developmental Biology, CAS",0,16,53,CHINA MAINLAND,131,114,-17,0.000391364,17
Fujian Normal University,0,11,36,CHINA MAINLAND,179,162,-17,0.000255995,17
Inner Mongolia University for Nationalities,0,4,12,CHINA MAINLAND,327,344,17,6.05043E-05,17
Qinghai Normal University,0,4,12,CHINA MAINLAND,328,345,17,6.05043E-05,17
China Geological Survey,0,4,12,CHINA MAINLAND,329,346,17,6.05043E-05,17
North China Electric Power University,0,15,39,CHINA MAINLAND,134,151,17,4.76741E-05,17
East China Normal University,0,48,108,CHINA MAINLAND,44,61,17,-0.00034925,17
Nankai University,南开大学,103,159,CHINA MAINLAND,18,35,17,-0.002922436,17
Chongqing University of Posts & Telecommunications,重庆邮电大学,44,167,CHINA MAINLAND,49,34,-15,0.001710978,15
"Kunming Institute of Botany, CAS",0,14,45,CHINA MAINLAND,142,127,-15,0.000301373,15
Chengdu University of Technology,0,9,29,CHINA MAINLAND,205,190,-15,0.000195874,15
Chinese Academy of Geological Sciences,0,9,29,CHINA MAINLAND,206,191,-15,0.000195874,15
Kunming Institute of Zoology,0,9,29,CHINA MAINLAND,207,192,-15,0.000195874,15
Chengdu University,0,8,20,CHINA MAINLAND,221,236,15,1.53063E-06,15
Dalian Medical University,0,9,22,CHINA MAINLAND,208,223,15,-1.32128E-05,15
Beijing Forestry University,0,32,79,CHINA MAINLAND,65,80,15,-2.3747E-05,15
Huazhong Agricultural University,0,37,132,CHINA MAINLAND,57,43,-14,0.001186923,14
Nanjing University of Science & Technology,0,17,53,CHINA MAINLAND,127,113,-14,0.000316882,14
Wenzhou University,0,7,22,CHINA MAINLAND,238,224,-14,0.000135752,14
Anhui University,0,13,33,CHINA MAINLAND,154,168,14,1.7422E-05,14
China Meteorological Administration,0,13,33,CHINA MAINLAND,155,169,14,1.7422E-05,14
Shenyang University of Chemical Technology,0,7,18,CHINA MAINLAND,239,253,14,1.6274E-05,14
Northwest A&F University - China,0,27,98,CHINA MAINLAND,79,66,-13,0.000916185,13
"Institute of Modern Physics, CAS",中国科学院近代物理研究所,139,210,CHINA MAINLAND,14,27,13,-0.004080458,13
South China Normal University,0,44,137,CHINA MAINLAND,50,38,-12,0.000814894,12
Chinese Academy of Forestry,0,12,38,CHINA MAINLAND,168,156,-12,0.000241252,12
Taiyuan University of Technology,0,6,16,CHINA MAINLAND,264,276,12,3.10174E-05,12
Fu Wai Hospital - CAMS,0,49,111,CHINA MAINLAND,43,55,12,-0.000334124,12
Shantou University,0,22,58,CHINA MAINLAND,93,104,11,9.38176E-05,11
Changchun University of Science & Technology,0,2,8,CHINA MAINLAND,412,423,11,8.99911E-05,11
Fujian University of Technology,0,2,8,CHINA MAINLAND,413,424,11,8.99911E-05,11
Central South University of Forestry & Technology,0,2,8,CHINA MAINLAND,414,425,11,8.99911E-05,11
"South China Sea Institute of Oceanology, CAS",0,2,8,CHINA MAINLAND,415,426,11,8.99911E-05,11
"Xi'an Institute of Optics & Precision Mechanics, CAS",0,2,8,CHINA MAINLAND,416,427,11,8.99911E-05,11
China University of Petroleum,0,10,27,CHINA MAINLAND,190,201,11,6.16522E-05,11
University of Science & Technology Beijing,0,43,108,CHINA MAINLAND,51,62,11,2.31619E-05,11
Peking Union Medical College Hospital,0,18,44,CHINA MAINLAND,119,130,11,-2.64256E-05,11
"Purple Mountain Observatory, CAS",0,26,90,CHINA MAINLAND,81,71,-10,0.000751711,10
"Chengdu Institute of Biology, CAS",0,5,16,CHINA MAINLAND,287,277,-10,0.0001055,10
Chinese Center for Disease Control & Prevention,0,25,87,CHINA MAINLAND,84,75,-9,0.000736585,9
Wuhan University of Technology,0,24,82,CHINA MAINLAND,86,77,-9,0.00066172,9
Tiangong University,0,14,39,CHINA MAINLAND,143,152,9,0.000122156,9
Changshu Institute of Technology,0,1,6,CHINA MAINLAND,495,486,-9,0.000104734,9
Shanghai University of Engineering Science,0,1,6,CHINA MAINLAND,496,487,-9,0.000104734,9
Guangdong University of Finance & Economics,0,1,6,CHINA MAINLAND,497,488,-9,0.000104734,9
Alibaba Group,0,1,6,CHINA MAINLAND,498,489,-9,0.000104734,9
"Shenyang Institute of Automation, CAS",0,1,6,CHINA MAINLAND,499,490,-9,0.000104734,9
Fujian Provincial Hospital,0,1,6,CHINA MAINLAND,500,491,-9,0.000104734,9
"National Institute for Viral Disease Control & Prevention, Chinese Center for Disease Control & Prevention",0,1,6,CHINA MAINLAND,501,492,-9,0.000104734,9
Chinese Academy of Medical Sciences - Peking Union Medical College,中国医学科学院 北京协和医学院 ,125,234,CHINA MAINLAND,16,25,9,-0.002320837,9
University of Electronic Science & Technology of China,电子科技大学,92,528,CHINA MAINLAND,21,13,-8,0.008918704,8
Jilin University,0,49,123,CHINA MAINLAND,41,49,8,2.43098E-05,8
Huawei Technologies,0,49,121,CHINA MAINLAND,42,50,8,-3.54291E-05,8
"University of Chinese Academy of Sciences, CAS",中国科学院大学,156,1318,CHINA MAINLAND,11,4,-7,0.027748716,7
"Shanghai Institute of Applied Physics, CAS",中国科学院上海应用物理研究所,70,240,CHINA MAINLAND,29,22,-7,0.001954909,7
Southwest University - China,0,29,99,CHINA MAINLAND,72,65,-7,0.000797089,7
Guangdong Academy of Medical Sciences & Guangdong General Hospital,0,19,50,CHINA MAINLAND,109,116,7,7.83089E-05,7
Sichuan University,四川大学,90,176,CHINA MAINLAND,24,31,7,-0.001446384,7
Beijing Jiaotong University,0,24,79,CHINA MAINLAND,87,81,-6,0.000572112,6
"Institute of Zoology, CAS",0,22,61,CHINA MAINLAND,92,98,6,0.000183426,6
"Shanghai Astronomical Observatory, CAS",0,45,118,CHINA MAINLAND,47,53,6,0.000172892,6
"South China Botanical Garden, CAS",0,17,43,CHINA MAINLAND,128,134,6,1.81873E-05,6
Beihang University,北京航空航天大学,140,833,CHINA MAINLAND,13,8,-5,0.01445374,5
Huazhong University of Science & Technology,华中科技大学,90,297,CHINA MAINLAND,23,18,-5,0.002167821,5
"Nanjing Institute of Astronomical Optics & Technology, NAOC, CAS",0,29,96,CHINA MAINLAND,73,68,-5,0.000707481,5
Xiamen University,0,42,127,CHINA MAINLAND,52,47,-5,0.000665164,5
Shanghai University,0,42,124,CHINA MAINLAND,53,48,-5,0.000575556,5
Heilongjiang University,0,2,9,CHINA MAINLAND,408,403,-5,0.000119861,5
"Anhui Institute of Optics & Fine Mechanics (AIOFM), CAS",0,2,9,CHINA MAINLAND,409,404,-5,0.000119861,5
National Center for Nanoscience & Technology - China,0,2,9,CHINA MAINLAND,410,405,-5,0.000119861,5
Guangzhou University of Chinese Medicine,0,2,9,CHINA MAINLAND,411,406,-5,0.000119861,5
China Agricultural University,中国农业大学,73,172,CHINA MAINLAND,28,33,5,-0.000299662,5
Lanzhou University,兰州大学,74,174,CHINA MAINLAND,27,32,5,-0.000314406,5
Tongji University,同济大学,69,229,CHINA MAINLAND,30,26,-4,0.001700827,4
Chinese Academy of Agricultural Sciences,0,52,147,CHINA MAINLAND,40,36,-4,0.00051773,4
Shandong University,山东大学,616,829,CHINA MAINLAND,5,9,4,-0.021119335,4
Xi'an Jiaotong University,西安交通大学,95,318,CHINA MAINLAND,20,17,-3,0.002422669,3
Tsinghua University,清华大学,652,1685,CHINA MAINLAND,4,1,-3,0.001767567,3
Central South University,中南大学,65,205,CHINA MAINLAND,32,29,-3,0.001281889,3
Zhejiang University,浙江大学,156,423,CHINA MAINLAND,12,15,3,0.00101554,3
China University of Geosciences,中国地质大学（武汉）,63,185,CHINA MAINLAND,33,30,-3,0.000833464,3
Nanjing Medical University,0,21,62,CHINA MAINLAND,99,96,-3,0.000287778,3
Hangzhou Normal University,0,11,30,CHINA MAINLAND,180,183,3,7.67783E-05,3
Nanjing University,南京大学,546,803,CHINA MAINLAND,7,10,3,-0.016682177,3
